# id_vlba RUNNING_ID_name     bmaj    bmin    bpa      ra_peak      dec_peak   ra_peak_err dec_peak_err p_spur     rms_image   peak_flux   peak_dflux  snr_peak tot_flux    tot_dflux   snr_tot  FLUX_VLBA   L_VLBA      L_VLBA_1sigma sep_arcsec ID_COSMOS RA_counterpart DEC_counterpart cat_counterpart zbest      zphot  zspec      zspec_ref Mstar    SNR_IR   SFR_IR        eSFR_IR        vla_slope   f1p4ghz_peak_final f1p4ghz_final df1p4ghz_final f3ghz_peak  f3ghz     df3ghz   f1p4ghz      df1p4ghz    f1p3ghz     df1p3ghz   f600mhz     df600mhz  f300mhz     df300mhz   LIR_SD      Lradio_1p4ghz q_IR       q_IR_z0    flux_ratio_vlba_vla delta_q_IR q_IR_corr  q_IR_z0_corr flag_A3COSMOS LIR_A3COSMOS id_cluster flag_cluster dist_center_arcmin dist_real_center_arcmin xray_det id_chandra Lx_2_10 
  436     VLBA_COSMOS_NEP0436 21.2128 11.6477 174.1151 149.93320996 2.11505111 6.0E-7      1.16E-6      0.8368035  1.105613E-4 4.907393E-4 1.296484E-4 4.438618 4.907393E-4 1.221815E-4 4.438618 4.907393E-4 23.9248867  23.27763939   0.08763052 10113122  149.93321597   2.1150747       vla3            0.63       0.6906 0.63       11        10.49    14.2596  31.48         2.20763        -1.04215101 3.457883E-5        6.30652E-5    5.974598E-6    1.562663E-5 2.85E-5   2.7E-6   4.590589E-5  1.727331E-5 6.92386E-5  3.80064E-6 7.185E-5    3.5664E-5 2.1701E-4   6.9601E-5  11.49803189 23.03382575   2.47439233 2.70610043 7.78146018          0.0        2.47439233 2.70610043   false         -99.0        -99.       none         14.42201           27.717969               false    N/A        -99.0   
  437     VLBA_COSMOS_NEP0437 21.2478 11.6872 174.097  149.93085329 2.11870056 5.4E-7      1.07E-6      0.48156923 1.129915E-4 5.625344E-4 1.357802E-4 4.978554 5.625344E-4 1.3099E-4   4.978554 5.625344E-4 25.21313095 24.51602745   0.28300288 10113383  149.93092734   2.11867403      cosmosweb       2.22133    2.7089 2.22133    100       9.44976  9.94249  501.20095519  176.00033542   -0.78491753 1.098675E-4        1.689733E-4   9.274433E-6    6.040414E-5 9.29E-5   5.099E-6 1.689733E-4  1.68E-5     1.95941E-4  5.07018E-6 3.2055E-4   3.5749E-5 7.2401E-4   9.3537E-5  12.70001189 24.6907993    2.01939879 2.50207498 3.32913182          0.0        2.01939879 2.50207498   false         -99.0        -99.       none         14.45702           27.742421               true     cid_346    44.53238
  438     VLBA_COSMOS_NEP0438 20.9586 7.8932  164.7971 150.13598027 2.12003306 4.1E-7      9.7E-7       0.72574824 1.583365E-5 7.399412E-5 1.835411E-5 4.67322  7.399412E-5 1.72206E-5  4.67322  7.399412E-5 23.0512352  22.38162041   0.1868389  10113714  150.13595524   2.12007853      vla3            0.67       0.7226 0.67       11        10.76    17.17121 59.25         3.45054        -0.51408265 7.240142E-5        1.133261E-4   6.510443E-6    4.893158E-5 7.659E-5  4.4E-6   1.133261E-4  1.901323E-5 1.3112E-4   5.81526E-6 1.7082E-4   3.4014E-5 1.1528E-4   1.03997E-4 11.77269189 23.23636874   2.54650934 2.79736823 0.65293098          0.45958415 2.54650934 2.79736823   false         -99.0        -99.       none         5.84084            17.542828               false    N/A        -99.0   
  439     VLBA_COSMOS_NEP0439 20.6352 9.9007  168.1869 150.05205635 2.12667444 4.7E-7      9.9E-7       0.52293551 2.740022E-5 1.347761E-4 3.187673E-5 4.918794 1.347761E-4 2.99988E-5  4.918794 1.347761E-4 23.38380814 22.69194984   0.04544809 10114014  150.05206488   2.12666513      vla3            0.663      0.6709 0.663      8         10.78    32.49684 82.56         2.54055        -0.88713206 1.190498E-4        1.586749E-4   9.044666E-6    6.054717E-5 8.07E-5   4.6E-6   1.586749E-4  1.84641E-5  1.40796E-4  1.57114E-5 2.2423E-4   3.685E-5  4.5503E-4   1.39069E-4 11.91677189 23.45470404   2.47225404 2.71370879 0.84938483          0.82213128 2.47225404 2.71370879   false         -99.0        -99.       none         8.02235            21.210248               false    N/A        -99.0   
  440     VLBA_COSMOS_NEP0440 21.4618 7.0277  163.8025 150.17298687 2.12690833 4.0E-7      9.8E-7       0.80593729 1.267726E-5 5.720199E-5 1.507019E-5 4.512171 5.720199E-5 1.449386E-5 4.512171 5.720199E-5 23.14178085 22.48739624   0.39202106 10114080  150.17307956   2.12685108      vla3            0.7797     0.7797 -99.0      -99       10.02    23.6978  99.49         44.93          -0.73152718 9.117922E-5        1.283565E-4   7.509292E-6    5.22114E-5  7.35E-5   4.3E-6   1.283565E-4  1.696464E-5 1.31164E-4  5.36961E-6 1.7252E-4   3.4452E-5 4.6285E-4   8.1814E-5  11.99778189 23.49278764   2.51518045 2.79534699 0.44564931          0.2562154  2.51518045 2.79534699   true          12.470002    -99.       none         5.522              15.722122               false    N/A        -99.0   
  441     VLBA_COSMOS_NEP0441 21.2749 11.7538 173.6157 149.93544741 2.13285806 5.4E-7      1.05E-6      0.56914639 9.610477E-5 4.667949E-4 1.058104E-4 4.857146 4.468956E-4 1.143862E-4 4.650088 4.667949E-4 24.0525322  23.3661499    0.3845964  10114585  149.9355477    2.13284661      cosmos2020      0.69       0.6583 0.69       11        10.57    13.66049 31.04         2.27225        -1.27178126 3.099976E-5        3.099976E-5   7.668222E-6    1.176E-5    1.176E-5  2.909E-6 4.252315E-5  1.628088E-5 3.47419E-5  5.75945E-6 7.759E-5    3.5279E-5 1.3991E-4   7.024E-5   11.49192189 22.87476373   2.62734435 2.89246833 15.05801775         0.0        2.62734435 2.89246833   false         -99.0        -99.       none         13.87389           27.12218                false    N/A        -99.0   
  442     VLBA_COSMOS_NEP0442 21.3714 7.1831  163.8886 150.16556885 2.13349528 3.8E-7      9.3E-7       0.64133751 1.267824E-5 6.047523E-5 1.476168E-5 4.770002 6.047523E-5 1.468293E-5 4.770002 6.047523E-5 23.19150543 22.51298714   0.16070694 10114618  150.16561245   2.13350498      vla3            0.838      0.9458 0.838      8         10.14    9.97295  39.47         3.9577         -0.55096854 3.183439E-5        3.18063E-5    3.956764E-6    2.091846E-5 2.09E-5   2.6E-6   3.686614E-5  1.472195E-5 3.34161E-5  3.27241E-6 1.269E-5    3.3621E-5 3.61092E-10 1.22781E-4 11.59627189 22.9124411    2.69401698 3.01183822 1.90136013          0.0        2.69401698 3.01183822   false         -99.0        -99.       none         5.04075            15.727075               true     cid_919    43.037  
  443     VLBA_COSMOS_NEP0443 21.389  7.1672  163.8578 150.16627747 2.13515139 4.0E-7      9.8E-7       0.85212713 1.252306E-5 5.513326E-5 1.446029E-5 4.40254  5.513326E-5 1.379954E-5 4.40254  5.513326E-5 23.20638657 22.56268311   0.06561828 10114675  150.16629775   2.13512337      cosmos2020      0.84       0.8009 0.84       11        10.59    6.61183  30.54         4.61899        -0.75       1.328331E-5        1.328331E-5   4.578313E-6    7.5E-6      7.5E-6    2.585E-6 3.102635E-5  1.590747E-5 3.13331E-5  3.87414E-6 4.75E-6     3.5961E-5 1.5079E-4   9.1373E-5  11.48487189 22.58827916   2.90677893 3.2503479  4.15056738          0.0        2.90677893 3.2503479    false         -99.0        -99.       none         4.9529             15.628389               false    N/A        -99.0   
  444     VLBA_COSMOS_NEP0444 21.29   7.3499  163.9883 150.15791608 2.13929806 4.2E-7      1.0E-6       0.79152131 1.288808E-5 5.861483E-5 1.382915E-5 4.547988 5.180383E-5 1.307868E-5 4.019515 5.861483E-5 24.37670708 23.71888733   0.25249971 10114869  150.15790276   2.13936692      cosmosweb       1.6668     1.6668 -99.0      -99       10.17328 10.0866  400.00174875  39.65677337    -1.80325907 6.12728E-5         6.126299E-5   9.485883E-6    1.550248E-5 1.55E-5   2.4E-6   6.126299E-5  1.72517E-5  1.77832E-4  1.02338E-5 3.81225E-10 4.7854E-5 3.61092E-10 1.43241E-4 12.60206189 24.39589803   2.21635006 2.65268074 0.95677387          1.36425368 2.21635006 2.65268074   true          12.010002    -99.       none         4.63182            15.795422               true     cid_36     44.04755
  445     VLBA_COSMOS_NEP0445 21.0224 11.3621 171.7998 149.97460381 2.1396825  5.3E-7      1.04E-6      0.5730226  5.549243E-5 2.692594E-4 6.415149E-5 4.852183 2.692594E-4 6.202242E-5 4.852183 2.692594E-4 24.53911591 23.85317802   0.35649523 10114887  149.97468999   2.13963362      cosmosweb       1.5531     1.5531 -99.0      -99       10.72447 8.94839  411.59670557  145.09883863   -0.79867765 1.199701E-4        1.336261E-4   7.903607E-6    6.527038E-5 7.27E-5   4.3E-6   1.336261E-4  1.604064E-5 1.49144E-4  1.35365E-5 1.7991E-4   3.5235E-5 4.0639E-4   9.4752E-5  12.61447189 24.23483536   2.38982273 2.83756266 2.01502121          0.0        2.38982273 2.83756266   false         -99.0        -99.       none         11.54779           24.832082               true     cid_2748   -43.517 
  446     VLBA_COSMOS_NEP0446 20.7587 9.019   166.1696 150.08938866 2.13994278 4.9E-7      1.07E-6      0.90500915 1.950731E-5 8.357404E-5 2.232017E-5 4.284241 8.357404E-5 2.09666E-5  4.284241 8.357404E-5 23.4178009  22.78592682   0.33500431 10115032  150.08929634   2.13995497      cosmosweb       0.8091     0.8091 -99.0      -99       10.52289 12.03973 41.84965576   15.1598753     -1.0179589  3.00442E-5         2.997896E-5   5.430971E-6    1.383003E-5 1.38E-5   2.5E-6   1.080026E-5  1.52273E-5  3.28423E-5  3.39788E-6 3.81225E-10 3.3873E-5 1.6643E-4   8.6521E-5  11.62169189 22.97254625   2.65933183 2.96444096 2.7877563           0.0        2.65933183 2.96444096   false         -99.0        -99.       none         5.90271            18.924647               false    N/A        -99.0   
  447     VLBA_COSMOS_NEP0447 21.2825 11.7459 173.1911 149.9401453  2.14017444 6.3E-7      1.2E-6       0.8713038  8.578845E-5 3.739372E-4 1.015322E-4 4.358829 3.68461E-4  9.628994E-5 4.294995 3.739372E-4 24.49457932 23.85521126   0.21885896 10115077  149.94009702   2.14021144      vla3            1.478      1.4223 1.478      8         10.81    10.55005 110.7         10.4928        -0.45193854 5.548367E-5        5.544605E-5   4.37472E-6     3.931666E-5 3.929E-5  3.1E-6   5.544605E-5  1.574563E-5 6.12781E-5  1.13508E-5 1.2371E-4   3.5059E-5 1.4666E-4   8.3025E-5  12.04415189 23.66565221   2.38868588 2.82074087 6.74416277          0.0        2.38868588 2.82074087   false         -99.0        -99.       none         13.46424           26.689872               true     cid_1078   43.651  
  448     VLBA_COSMOS_NEP0448 20.908  8.3079  165.0944 150.11815939 2.13952806 4.1E-7      9.5E-7       0.73526126 1.610595E-5 7.506058E-5 1.708612E-5 4.660425 7.151724E-5 1.585413E-5 4.440423 7.506058E-5 22.91036987 22.24194336   0.38606482 10115088  150.11819017   2.13942532      vla3            0.58       0.6233 0.58       3         10.67    18.72292 40.23         2.1487         -0.48185496 9.685748E-5        1.180984E-4   6.64123E-6     6.708763E-5 8.18E-5   4.6E-6   1.180984E-4  1.507688E-5 1.33734E-4  5.18611E-6 6.585E-5    3.4374E-5 8.338E-5    7.3531E-5  11.60455189 23.10720119   2.5075369  2.72673998 0.63557659          0.43839373 2.5075369  2.72673998   false         -99.0        -99.       none         5.02295            17.567852               false    N/A        -99.0   
  449     VLBA_COSMOS_NEP0449 23.7815 5.3953  162.669  150.27081637 2.14087111 3.4E-7      9.3E-7       0.94299346 8.375154E-6 3.521371E-5 9.671822E-6 4.204544 3.488112E-5 9.536795E-6 4.164833 3.521371E-5 23.19457817 22.57085991   0.24778756 10115158  150.27079447   2.14093192      cosmos2020      0.88       0.883  0.88       11        10.83    14.11883 46.64         3.30339        -1.24398765 3.734393E-5        3.734393E-5   7.649441E-6    1.447E-5    1.447E-5  2.964E-6 4.02453E-5   1.460928E-5 4.17478E-5  3.02684E-6 5.482E-5    3.3938E-5 9.069E-5    7.1643E-5  11.66876189 23.22008701   2.45886108 2.76034295 0.94295666          1.24379509 2.45886108 2.76034295   false         -99.0        -99.       none         8.47109            11.884813               false    N/A        -99.0   
  450     VLBA_COSMOS_NEP0450 20.8345 8.8111  165.7154 150.09731996 2.14671972 4.7E-7      1.04E-6      0.80546522 1.778467E-5 8.026839E-5 2.09049E-5  4.513346 8.026839E-5 2.14273E-5  4.513346 8.026839E-5 23.45463371 22.80013466   0.01094777 10115495  150.097318     2.14672205      vla3            0.94       0.9391 0.94       11        10.37    11.29359 55.29         4.8957         -0.64700851 4.442777E-5        6.269614E-5   4.912207E-6    2.713308E-5 3.829E-5  3.0E-6   6.269614E-5  1.533582E-5 6.22207E-5  3.12986E-6 3.952E-5    3.5251E-5 2.2612E-4   9.7665E-5  11.74264189 23.34732925   2.40549884 2.71602603 1.28027633          0.0        2.40549884 2.71602603   false         -99.0        -99.       none         5.28363            18.294771               false    N/A        -99.0   
  451     VLBA_COSMOS_NEP0451 27.2842 4.8042  162.3524 150.34584659 2.14750528 2.9E-7      8.2E-7       0.53706509 7.436144E-6 3.643357E-5 8.897593E-6 4.899525 3.643357E-5 8.391284E-6 4.899525 3.643357E-5 23.42855072 22.73839569   0.17433648 10115594  150.34588205   2.14753829      vla3            1.26508    1.2659 1.26508    3         10.23    26.60176 379.4         14.2622        -0.70790118 1.139042E-4        1.480203E-4   8.575916E-6    6.640936E-5 8.63E-5   5.0E-6   1.480203E-4  1.841728E-5 1.69746E-4  5.12369E-6 2.0102E-4   3.6225E-5 4.8226E-4   9.6216E-5  12.57910189 24.03736937   2.55191871 2.96430208 0.24613902          0.12270873 2.55191871 2.96430208   true          12.720002    -99.       none         12.37525           10.621695               true     cid_926    -43.92  
  452     VLBA_COSMOS_NEP0452 20.8671 10.6086 169.2914 150.01894534 2.14780667 5.5E-7      1.11E-6      0.78884053 3.35461E-5  1.527902E-4 4.020752E-5 4.554633 1.527902E-4 3.928681E-5 4.554633 1.527902E-4 23.82878876 23.17033577   0.20045044 10115616  150.01888963   2.14780552      vla3            0.96       0.9687 0.96       11        11.02    5.59636  49.03         8.76106        -0.89880604 9.235775E-5        9.244525E-5   6.744933E-6    4.655589E-5 4.66E-5   3.4E-6   9.244525E-5  1.796682E-5 1.0248E-4   4.01341E-6 1.6676E-4   3.5366E-5 2.7376E-4   7.4481E-5  11.69046189 23.6105786    2.09006948 2.36431637 1.65276379          0.0        2.09006948 2.36431637   false         -99.0        -99.       none         8.94587            22.258139               true     cid_1126   43.76112
  453     VLBA_COSMOS_NEP0453 21.1399 7.7753  164.3152 150.13932442 2.14960917 4.5E-7      1.04E-6      0.84815979 1.356347E-5 5.983936E-5 1.58879E-5  4.411803 5.82158E-5  1.558224E-5 4.292102 5.983936E-5 23.72955894 23.08494186   0.2832162  10115733  150.13933864   2.14953179      vla3            1.1478     1.1478 -99.0      -99       10.6     16.63045 124.1         30.19          -1.26014746 7.181452E-5        7.185102E-5   7.054464E-6    2.748603E-5 2.75E-5   2.7E-6   7.185102E-5  1.642166E-5 5.55426E-5  4.75196E-6 1.1435E-4   3.4481E-5 2.2754E-4   9.3293E-5  12.09377189 23.80900421   2.29495388 2.63997169 0.83282548          0.77682991 2.29495388 2.63997169   false         -99.0        -99.       none         4.07196            16.206916               false    N/A        -99.0   
  454     VLBA_COSMOS_NEP0454 21.0111 10.9276 169.7885 150.00281335 2.1575275  4.8E-7      9.8E-7       0.48509783 3.717096E-5 1.848553E-4 4.167325E-5 4.97311  1.848553E-4 4.010777E-5 4.97311  1.848553E-4 23.66030121 22.96367264   0.33421137 10116377  150.00278101   2.15761453      cosmosweb       0.9855     0.9855 -99.0      -99       10.99947 6.00074  45.39958574   17.61983922    0.03715973  3.689125E-5        3.69389E-5    3.013437E-6    3.795098E-5 3.8E-5    3.1E-6   3.574525E-5  1.595082E-5 3.68161E-5  4.04659E-6 3.81225E-10 3.4288E-5 3.61092E-10 1.18491E-4 11.65705189 22.96095261   2.70628548 3.06864743 5.00435256          0.0        2.70628548 3.06864743   false         -99.0        -99.       none         9.57937            22.845107               true     cid_2756   -43.33  
  455     VLBA_COSMOS_NEP0455 20.8932 9.4192  166.4265 150.07136463 2.16243139 4.9E-7      1.04E-6      0.4796108  1.99309E-5  9.928727E-5 2.451074E-5 4.981576 9.571862E-5 2.323598E-5 4.802525 9.928727E-5 23.16469765 22.46733093   0.39665952 10116791  150.07146603   2.16238812      vla3            0.66       0.6689 0.66       11        10.57    15.72891 27.02         1.71786        -0.51606241 1.989064E-5        5.231038E-5   4.297453E-6    1.342257E-5 3.53E-5   2.9E-6   5.231038E-5  1.517488E-5 5.75122E-5  4.76684E-6 5.321E-5    3.5701E-5 4.321E-5    8.1997E-5  11.43168189 22.88639117   2.55547692 2.80413191 1.89804134          0.0        2.55547692 2.80413191   false         -99.0        -99.       none         5.78016            19.080632               false    N/A        -99.0   
  456     VLBA_COSMOS_NEP0456 27.197  4.7346  162.2703 150.34675307 2.17032056 2.8E-7      7.8E-7       0.26988769 6.833854E-6 3.61691E-5  8.287234E-6 5.292635 3.61691E-5  7.779058E-6 5.292635 3.61691E-5  22.97638512 22.25271416   0.09830767 10117541  150.34674322   2.17034603      vla3            0.85       0.8401 0.85       11        10.45    27.26879 152.3         5.58514        -0.52917342 6.060432E-5        9.175152E-5   5.687696E-6    4.049028E-5 6.13E-5   3.8E-6   9.175152E-5  1.809584E-5 1.0504E-4   7.98669E-6 1.2289E-4   3.6202E-5 3.2417E-4   9.1355E-5  12.18270189 23.38066156   2.81222653 3.14774404 0.39420704          0.21767578 2.81222653 3.14774404   false         -99.0        -99.       none         12.03371           9.251036                false    N/A        -99.0   
  457     VLBA_COSMOS_NEP0457 21.2183 10.7903 168.5656 150.0095795  2.18314361 5.1E-7      1.02E-6      0.46495682 3.146526E-5 1.574621E-4 3.746239E-5 5.004315 1.574621E-4 3.552962E-5 5.004315 1.574621E-4 23.68773079 22.98838615   0.34264558 10118423  150.00950143   2.18313511      cosmos2020      0.6845     0.6785 0.6845     8         10.64    5.62998  25.97         4.6128         -1.78411931 5.503938E-5        5.503938E-5   1.205958E-5    1.413E-5    1.413E-5  3.096E-6 5.503938E-5  1.644821E-5 5.73482E-5  5.58508E-6 5.611E-5    3.3278E-5 1.0419E-4   7.6238E-5  11.41447189 23.23122813   2.19342996 2.41332612 2.8608988           0.0        2.19342996 2.41332612   false         -99.0        -99.       none         8.73594            21.845126               false    N/A        -99.0   
  458     VLBA_COSMOS_NEP0458 21.1151 10.089  167.1153 150.04200887 2.183825   5.0E-7      1.04E-6      0.77944934 2.342888E-5 1.072536E-4 2.681862E-5 4.577836 1.072536E-4 2.571115E-5 4.577836 1.072536E-4 23.86959267 23.20893097   0.18829758 10118478  150.04201789   2.18386846      cosmos2020      1.1345     1.1345 -99.0      -99       10.05    11.23037 51.2          20.43          -0.95597854 1.995486E-5        1.995486E-5   5.874562E-6    9.63E-6     9.63E-6   2.835E-6 2.577355E-5  1.620091E-5 2.17397E-5  3.94037E-6 1.718E-5    3.5986E-5 8.015E-5    8.7608E-5  11.70927189 23.13922899   2.58022909 2.96475853 5.37480917          0.0        2.58022909 2.96475853   false         -99.0        -99.       none         6.83814            20.04317                false    N/A        -99.0   
  459     VLBA_COSMOS_NEP0459 22.4191 6.1314  162.7493 150.21388946 2.18819306 3.7E-7      9.4E-7       0.89992267 8.497154E-6 3.649968E-5 9.741507E-6 4.295518 3.649968E-5 9.525976E-6 4.295518 3.649968E-5 22.96946144 22.33644485   0.29727169 10118825  150.21383732   2.18825712      vla3            0.8        0.7697 0.8        11        10.83    6.41806  38.65         6.02207        -0.71853494 2.607652E-5        8.02321E-5    5.706162E-6    1.508063E-5 4.64E-5   3.3E-6   8.02321E-5   1.618534E-5 6.60585E-5  4.49521E-6 1.2065E-4   3.5745E-5 2.4812E-4   1.12817E-4 11.58715189 23.3115202    2.28581789 2.54572011 0.45492612          0.26354463 2.28581789 2.54572011   false         -99.0        -99.       none         4.10729            11.35297                false    N/A        -99.0   
  460     VLBA_COSMOS_NEP0460 22.1922 6.3883  162.8593 150.19981614 2.19083889 3.3E-7      8.5E-7       0.48482734 8.892043E-6 4.422482E-5 1.020982E-5 4.973528 4.794448E-5 1.036693E-5 5.391841 4.422482E-5 23.6504612  22.95379639   0.16923148 10118933  150.1997692    2.19084203      cosmosweb       1.50787    0.8868 1.50787    100       9.14985  8.94312  27.52021928   11.84009434    -0.61325401 3.606031E-5        3.606545E-5   4.149123E-6    2.259678E-5 2.26E-5   2.6E-6   2.087064E-5  1.687134E-5 3.81029E-5  2.93625E-6 5.704E-5    3.4076E-5 4.71E-6     8.0539E-5  11.43965189 23.56188676   1.88795132 2.23433519 1.22623787          0.0        1.88795132 2.23433519   false         -99.0        -99.       none         3.28017            11.850123               true     cid_40     43.41193
  461     VLBA_COSMOS_NEP0461 21.3811 7.9431  163.9781 150.12887807 2.19314278 3.8E-7      9.0E-7       0.31719241 1.236494E-5 6.462521E-5 1.47769E-5  5.226486 6.462521E-5 1.523932E-5 5.226486 6.462521E-5 23.32283783 22.60462952   0.31633463 10119441  150.12882721   2.1932078       cosmos2020      0.88       0.888  0.88       11        11.09    7.65445  18.45         2.41036        -0.75       8.288783E-6        8.288783E-6   4.867003E-6    4.68E-6     4.68E-6   2.748E-6 1.838794E-5  1.35828E-5  2.14365E-5  2.98082E-6 3.81225E-10 3.5502E-5 1.3058E-4   8.191E-5   11.26599189 22.43092716   2.84525092 3.1941082  7.79670737          0.0        2.84525092 3.1941082    false         -99.0        -99.       none         1.93493            15.179551               false    N/A        -99.0   
  462     VLBA_COSMOS_NEP0462 25.4372 4.8527  162.2849 150.31804976 2.19739667 3.0E-7      8.4E-7       0.78935486 6.381283E-6 2.905627E-5 7.368452E-6 4.553358 2.877322E-5 7.092764E-6 4.509001 2.905627E-5 23.98249817 23.32416725   0.22242304 10119531  150.31799753   2.1973636       cosmos2020      2.1899     2.1899 -99.0      -99       10.7     9.74006  443.9         181.7          -0.92477438 2.351257E-5        2.351257E-5   6.440665E-6    1.162E-5    1.162E-5  3.183E-6 1.621816E-5  1.461477E-5 2.55441E-5  3.79777E-6 5.889E-5    3.6203E-5 3.91E-6     1.1259E-4  12.64728189 23.89055877   2.76690931 3.42210246 1.23577576          0.0        2.76690931 3.42210246   false         -99.0        -99.       none         10.05485           7.804403                false    N/A        -99.0   
  463     VLBA_COSMOS_NEP0463 21.475  8.4643  164.2214 150.10585962 2.21309667 4.3E-7      9.7E-7       0.60761321 1.342976E-5 6.458785E-5 1.580028E-5 4.809308 6.458785E-5 1.464531E-5 4.809308 6.458785E-5 23.37324905 22.69116783   0.35071483 10120927  150.105965     2.21311416      cosmos2020      0.9248     0.9322 0.9248     8         10.45    10.22905 31.39         3.06871        -0.75       1.500128E-5        1.500128E-5   5.116729E-6    8.47E-6     8.47E-6   2.889E-6 1.59675E-5   1.338042E-5 3.18335E-5  4.51546E-6 4.536E-5    3.5785E-5 1.4313E-4   8.4217E-5  11.49679189 22.73922704   2.76775104 3.12054123 4.30548945          0.0        2.76775104 3.12054123   false         -99.0        -99.       none         2.72712            15.825962               true     cid_1157   -43.441 
  464     VLBA_COSMOS_NEP0464 21.5653 10.7679 167.4763 150.00835532 2.2155775  5.6E-7      1.12E-6      0.90756541 2.885544E-5 1.234601E-4 3.269142E-5 4.278574 1.234601E-4 3.119561E-5 4.278574 1.234601E-4 23.26357269 22.63227272   0.33109241 10121324  150.00827638   2.21561973      cosmos2020      0.63       0.6396 0.63       11        10.9     7.84393  14.94         1.90466        -0.75       1.448766E-5        1.448766E-5   5.350516E-6    8.18E-6     8.18E-6   3.021E-6 1.557696E-5  1.742832E-5 3.40443E-5  3.58166E-6 3.81225E-10 3.4389E-5 -2.7E-6     7.2934E-5  11.17435189 22.33304337   2.85149472 3.1185156  8.52174549          0.0        2.85149472 3.1185156    false         -99.0        -99.       none         8.57809            21.232896               false    N/A        -99.0   
  465     VLBA_COSMOS_NEP0465 23.2877 5.5106  162.3716 150.25025333 2.21460417 3.1E-7      8.2E-7       0.39596149 6.836587E-6 3.501609E-5 8.217403E-6 5.121867 3.501609E-5 8.052032E-6 5.121867 3.501609E-5 22.5203228  21.81089401   0.25225838 10121376  150.2502091    2.21454979      cosmosweb       0.49663    0.5182 0.49663    100       10.90001 23.94908 39.32981377   20.7399018     -1.00361285 1.310696E-4        1.310747E-4   8.595062E-6    6.099761E-5 6.1E-5    4.0E-6   1.310747E-4  1.800904E-5 1.25613E-4  4.42091E-6 1.5901E-4   3.4896E-5 2.5137E-4   6.6784E-5  11.59472189 23.09357443   2.51133365 2.70388061 0.26714608          0.13498258 2.51133365 2.70388061   false         -99.0        -99.       none         5.92969            8.716684                true     cid_28     43.11958
  466     VLBA_COSMOS_NEP0466 21.8171 11.6215 169.2538 149.96084995 2.21844806 5.7E-7      1.11E-6      0.84623557 4.735454E-5 2.091343E-4 5.280958E-5 4.416352 2.091343E-4 5.410362E-5 4.416352 2.091343E-4 23.5639019  22.9188385    0.2662535  10121421  149.96086494   2.21837563      vla3            0.73       0.728  0.73       11        10.82    5.84461  26.65         4.55976        -0.42068652 1.85407E-5         4.561129E-5   3.996156E-6    1.345494E-5 3.31E-5   2.9E-6   3.543882E-5  1.500453E-5 4.73636E-5  4.05838E-6 7.307E-5    3.4904E-5 1.9084E-4   6.8472E-5  11.42570189 22.90254962   2.53333847 2.80095517 4.58514382          0.0        2.53333847 2.80095517   false         -99.0        -99.       none         11.41928           23.908014               true     cid_448    43.41918
  467     VLBA_COSMOS_NEP0467 21.8568 7.3289  163.1799 150.1522419  2.21922806 3.6E-7      8.8E-7       0.34068748 1.010843E-5 5.252963E-5 1.188597E-5 5.196615 5.252963E-5 1.119355E-5 5.196615 5.252963E-5 23.43278503 22.71706581   0.29655827 10121428  150.15228397   2.2192989       vla3            0.93       0.9037 0.93       11        10.29    19.15775 49.44         2.58068        -1.2527442  3.157552E-5        3.16704E-5    6.235353E-6    1.215348E-5 1.219E-5  2.4E-6   3.701634E-5  1.522931E-5 3.5433E-5   4.16098E-6 3.81225E-10 3.6278E-5 5.26854E-7  7.5509E-5  11.69408189 23.21303478   2.4912333  2.81016598 1.65863484          0.0        2.4912333  2.81016598   false         -99.0        -99.       none         0.18747            13.179817               false    N/A        -99.0   
  468     VLBA_COSMOS_NEP0468 21.6043 10.7991 167.4543 150.00650137 2.21845806 5.7E-7      1.14E-6      0.68797147 2.881445E-5 1.359842E-4 3.635743E-5 4.719307 1.359842E-4 3.455547E-5 4.719307 1.359842E-4 24.18426704 23.51038933   0.01494661 10121441  150.00650063   2.21845397      cosmos2020      1.4588     1.4588 -99.0      -99       10.95    6.39277  83.16         29.13          -0.8132397  2.261869E-5        2.261869E-5   5.267162E-6    1.217E-5    1.217E-5  2.834E-6 1.751142E-5  1.772456E-5 2.43286E-5  3.45522E-6 2.12E-5     3.456E-5  1.4743E-4   6.5324E-5  11.91991189 23.40524576   2.52485233 2.97729058 6.01202959          0.0        2.52485233 2.97729058   false         -99.0        -99.       none         8.68504            21.282654               false    N/A        -99.0   
  469     VLBA_COSMOS_NEP0469 22.3368 6.4723  162.6963 150.19269475 2.21988639 3.3E-7      8.5E-7       0.34251428 8.465629E-6 4.397237E-5 9.981708E-6 5.194223 4.642005E-5 1.008234E-5 5.483355 4.397237E-5 24.35116196 23.63564301   0.22248029 10121451  150.19266629   2.21983152      vla3            3.09       2.9134 3.09       12        10.18    9.90741  391.6         39.526         -0.65454099 1.888014E-5        1.893854E-5   3.952391E-6    1.146454E-5 1.15E-5   2.4E-6   1.931754E-5  1.56044E-5  2.00826E-5  3.40566E-6 3.81225E-10 3.5992E-5 2.2808E-4   6.8558E-5  12.59284189 23.98532952   2.61769856 3.38840085 2.32184576          0.0        2.61769856 3.38840085   true          12.600002    -99.       none         2.48425            11.098725               true     cid_917    43.935  
